time,angle
4.73,-52.89
4.77,-54.97
4.80,-55.34
4.83,-54.12
4.87,-51.18
4.90,-47.11
4.93,-41.47
4.97,-34.51
5.00,-27.52
5.03,-19.22
5.07,-10.09
5.10,-0.39
5.13,9.19
5.17,18.43
5.20,27.06
5.23,34.67
5.27,41.08
5.30,45.96
5.33,49.48
5.37,51.48
5.40,51.81
5.43,50.48
5.47,47.74
5.50,43.67
5.53,38.00
5.57,30.50
5.60,22.36
5.63,12.90
5.67,3.10
5.70,-6.65
5.73,-15.73
5.77,-24.22
5.80,-32.35
5.83,-39.09
5.87,-44.31
5.90,-49.27
5.93,-52.84
5.97,-54.74
6.00,-55.21
6.03,-54.15
6.07,-51.37
6.10,-47.04
6.13,-41.45
6.17,-35.53
6.20,-27.97
6.23,-20.06
6.27,-11.04
6.30,-1.72
6.33,7.90
6.37,16.92
6.40,25.72
6.43,33.32
6.47,39.72
6.50,44.82
6.53,48.46
6.57,50.58
6.60,51.06
6.63,49.92
6.67,47.23
6.70,43.18
6.73,37.87
6.77,30.66
6.80,22.60
6.83,13.71
6.87,4.11
6.90,-5.60
6.93,-14.95
6.97,-23.29
7.00,-31.19
7.03,-37.78
7.07,-43.31
7.10,-48.13
7.13,-51.66
7.17,-53.68
7.20,-54.29
7.23,-53.22
7.27,-50.62
7.30,-46.29
7.33,-40.94
7.37,-34.95
7.40,-27.87
7.43,-19.91
7.47,-10.90
7.50,-1.48
7.53,7.98
7.57,17.06
7.60,25.55
7.63,33.25
7.67,39.57
7.70,44.44
7.73,47.94
7.77,50.03
7.80,50.48
7.83,49.38
7.87,46.79
7.90,42.84
7.93,37.35
7.97,30.16
8.00,22.33
8.03,13.12
8.07,3.86
8.10,-5.69
8.13,-14.66
8.17,-23.14
8.20,-30.93
8.23,-37.37
8.27,-42.61
8.30,-47.67
8.33,-51.11
8.37,-53.08
8.40,-53.49
8.43,-52.39
8.47,-49.79
8.50,-45.61
8.53,-40.14
8.57,-34.33
8.60,-26.88
8.63,-18.98
8.67,-10.23
8.70,-1.03
8.73,8.27
8.77,16.83
8.80,25.24
8.83,32.82
8.87,38.96
8.90,43.91
8.93,47.39
8.97,49.41
9.00,49.84
9.03,48.71
9.07,46.05
9.10,41.89
9.13,36.41
9.17,29.37
9.20,21.57
9.23,12.52
9.27,2.96
9.30,-6.37
9.33,-15.27
9.37,-23.51
9.40,-31.22
9.43,-37.55
9.47,-42.91
9.50,-47.45
9.53,-50.68
9.57,-52.52
9.60,-52.81
9.63,-51.66
9.67,-48.87
9.70,-44.68
9.73,-39.09
9.77,-33.37
9.80,-26.16
9.83,-18.20
9.87,-9.43
9.90,-0.42
9.93,9.02
9.97,17.62
10.00,25.84
10.03,33.06
10.07,39.08
10.10,43.88
10.13,47.27
10.17,49.04
10.20,49.27
10.23,47.97
10.27,45.22
10.30,41.05
10.33,35.30
10.37,28.28
10.40,20.32
10.43,11.31
10.47,1.81
10.50,-7.47
10.53,-15.99
10.57,-24.15
10.60,-31.53
10.63,-37.40
10.67,-42.88
10.70,-47.33
10.73,-50.44
10.77,-52.05
10.80,-52.16
10.83,-50.90
10.87,-47.95
10.90,-43.49
10.93,-38.02
10.97,-31.69
11.00,-24.72
11.03,-16.58
11.07,-8.13
11.10,1.10
11.13,10.22
11.17,18.79
11.20,26.91
11.23,33.95
11.27,39.70
11.30,44.13
11.33,47.20
11.37,48.67
11.40,48.66
11.43,47.18
11.47,44.17
11.50,39.85
11.53,34.18
11.57,26.76
11.60,19.06
11.63,9.96
