time,angle
4.13,-44.23
4.17,-43.76
4.20,-41.66
4.23,-38.42
4.27,-33.68
4.30,-27.63
4.33,-20.65
4.37,-13.04
4.40,-4.63
4.43,3.29
4.47,11.58
4.50,18.91
4.53,25.61
4.57,31.06
4.60,35.67
4.63,38.79
4.67,40.53
4.70,40.90
4.73,39.71
4.77,37.18
4.80,32.99
4.83,27.55
4.87,21.11
4.90,13.88
4.93,5.88
4.97,-2.42
5.00,-10.69
5.03,-18.48
5.07,-25.48
5.10,-31.75
5.13,-36.25
5.17,-39.77
5.20,-42.57
5.23,-43.85
5.27,-43.73
5.30,-42.01
5.33,-39.08
5.37,-34.78
5.40,-29.02
5.43,-22.09
5.47,-14.65
5.50,-6.45
5.53,1.51
5.57,9.90
5.60,17.65
5.63,24.27
5.67,30.51
5.70,35.30
5.73,38.65
5.77,40.71
5.80,41.37
5.83,40.50
5.87,38.08
5.90,34.28
5.93,29.03
5.97,22.84
6.00,15.71
6.03,7.94
6.07,-0.28
6.10,-8.33
6.13,-16.31
6.17,-23.53
6.20,-30.03
6.23,-35.05
6.27,-38.57
6.30,-41.43
6.33,-43.04
6.37,-43.11
6.40,-41.80
6.43,-39.18
6.47,-35.30
6.50,-29.95
6.53,-23.31
6.57,-16.05
6.60,-8.11
6.63,0.26
6.67,7.93
6.70,15.77
6.73,23.39
6.77,29.02
6.80,33.89
6.83,37.57
6.87,39.76
6.90,40.69
6.93,40.18
6.97,38.00
7.00,34.36
7.03,29.64
7.07,23.54
7.10,16.74
7.13,8.99
7.17,1.02
7.20,-7.01
7.23,-15.09
7.27,-22.23
7.30,-28.71
7.33,-34.24
7.37,-37.92
7.40,-40.95
7.43,-42.59
7.47,-43.03
7.50,-41.99
7.53,-39.64
7.57,-35.91
7.60,-30.72
7.63,-24.40
7.67,-17.28
7.70,-9.61
7.73,-1.38
7.77,6.27
7.80,14.17
7.83,21.18
7.87,27.35
7.90,32.53
7.93,36.53
7.97,39.06
8.00,40.21
8.03,39.93
8.07,38.25
8.10,34.94
8.13,30.08
8.17,24.45
8.20,17.69
8.23,10.25
8.27,2.39
8.30,-5.75
8.33,-11.94
8.37,-19.22
8.40,-25.85
8.43,-31.57
8.47,-36.59
8.50,-39.69
8.53,-41.74
8.57,-42.32
8.60,-41.53
8.63,-39.22
8.67,-35.85
8.70,-29.66
8.73,-23.46
8.77,-16.35
8.80,-8.76
8.83,-1.16
8.87,6.60
8.90,13.59
8.93,20.24
8.97,26.51
9.00,31.84
9.03,35.75
9.07,38.59
9.10,39.87
9.13,39.80
9.17,38.17
9.20,35.28
9.23,30.87
9.27,25.22
9.30,18.55
9.33,11.31
9.37,3.67
9.40,-4.48
9.43,-10.68
9.47,-18.06
9.50,-24.75
9.53,-30.46
9.57,-35.73
9.60,-38.95
9.63,-41.13
9.67,-41.96
9.70,-41.45
9.73,-39.48
9.77,-36.36
9.80,-30.41
9.83,-24.32
9.87,-17.41
9.90,-9.70
9.93,-2.37
9.97,5.21
10.00,12.84
10.03,19.64
10.07,25.44
10.10,31.18
10.13,35.21
10.17,37.98
10.20,39.58
10.23,39.73
10.27,38.43
10.30,35.53
10.33,31.22
10.37,25.94
10.40,19.47
10.43,12.45
10.47,4.44
10.50,-3.39
10.53,-11.32
10.57,-16.91
10.60,-23.73
10.63,-29.58
10.67,-35.36
10.70,-38.52
10.73,-40.80
10.77,-41.75
10.80,-41.33
10.83,-39.53
10.87,-36.45
10.90,-30.65
10.93,-24.79
10.97,-18.04
11.00,-10.57
11.03,-3.23
11.07,4.42
11.10,11.76
11.13,18.29
11.17,24.60
11.20,30.01
11.23,34.26
11.27,37.45
11.30,39.11
11.33,39.24
11.37,38.14
11.40,35.58
11.43,31.50
11.47,26.23
11.50,19.98
11.53,12.89
11.57,5.23
11.60,-2.49
11.63,-10.50
11.67,-17.90
11.70,-24.58
11.73,-30.47
11.77,-35.31
11.80,-38.46
11.83,-40.64
11.87,-41.71
11.90,-41.41
11.93,-39.81
11.97,-37.00
12.00,-32.93
12.03,-27.34
12.07,-20.70
12.10,-13.46
12.13,-5.75
12.17,1.54
12.20,10.44
12.23,17.22
12.27,23.31
12.30,29.16
12.33,33.68
12.37,36.80
12.40,38.63
12.43,39.03
12.47,37.97
12.50,35.56
12.53,31.70
12.57,26.47
12.60,20.37
12.63,13.47
12.67,5.83
12.70,-1.86
12.73,-9.77
12.77,-17.30
12.80,-24.13
12.83,-30.06
12.87,-34.94
12.90,-38.21
12.93,-40.42
12.97,-41.55
13.00,-41.34
13.03,-39.94
13.07,-37.23
13.10,-33.16
13.13,-27.74
13.17,-21.28
13.20,-14.36
13.23,-6.38
13.27,1.06
13.30,8.69
13.33,16.06
13.37,22.68
13.40,28.19
13.43,33.15
13.47,36.09
13.50,38.10
13.53,38.67
13.57,37.67
13.60,35.24
13.63,31.53
13.67,26.62
13.70,20.61
13.73,13.80
13.77,6.26
13.80,-1.18
13.83,-9.12
13.87,-14.55
13.90,-21.36
13.93,-27.41
13.97,-32.40
14.00,-36.92
14.03,-39.56
14.07,-40.83
14.10,-40.65
14.13,-39.30
14.17,-36.62
14.20,-31.24
14.23,-25.76
14.27,-19.40
14.30,-12.29
14.33,-5.05
14.37,2.52
14.40,9.96
14.43,16.38
14.47,22.53
14.50,28.08
14.53,32.53
14.57,35.87
14.60,37.78
14.63,38.33
14.67,37.57
14.70,35.16
14.73,31.69
14.77,26.81
14.80,21.03
14.83,14.32
14.87,6.73
14.90,-0.62
14.93,-8.52
14.97,-14.02
15.00,-20.80
15.03,-26.77
15.07,-31.85
15.10,-36.00
15.13,-38.84
15.17,-40.18
15.20,-40.25
15.23,-38.85
15.27,-35.97
15.30,-31.33
15.33,-25.87
15.37,-19.55
15.40,-12.52
15.43,-5.36
15.47,2.10
