time,angle
4.47,59.44
4.50,55.77
4.53,49.07
4.57,40.68
4.60,27.46
4.63,13.76
4.67,0.32
4.70,-14.41
4.73,-26.19
4.77,-38.00
4.80,-45.70
4.83,-53.09
4.87,-58.90
4.90,-59.62
4.93,-57.19
4.97,-51.86
5.00,-43.24
5.03,-32.31
5.07,-19.43
5.10,-6.79
5.13,6.82
5.17,20.27
5.20,32.60
5.23,42.93
5.27,50.73
5.30,55.75
5.33,57.25
5.37,55.32
5.40,50.18
5.43,41.83
5.47,30.87
5.50,19.03
5.53,6.22
5.57,-8.52
5.60,-21.85
5.63,-33.72
5.67,-43.88
5.70,-51.53
5.73,-56.41
5.77,-58.46
5.80,-57.27
5.83,-52.97
5.87,-45.76
5.90,-35.75
5.93,-23.66
5.97,-10.57
6.00,1.33
6.03,14.96
6.07,27.69
6.10,38.76
6.13,47.39
6.17,53.19
6.20,55.88
6.23,55.24
6.27,51.10
6.30,43.74
6.33,33.58
6.37,21.60
6.40,9.50
6.43,-4.14
6.47,-17.43
6.50,-29.89
6.53,-40.48
6.57,-48.78
6.60,-54.47
6.63,-57.18
6.67,-56.96
6.70,-53.62
6.73,-47.24
6.77,-37.97
6.80,-26.64
6.83,-13.75
6.87,-2.13
6.90,11.39
6.93,24.11
6.97,35.43
7.00,44.42
7.03,50.97
7.07,54.42
7.10,54.64
7.13,51.35
7.17,45.03
7.20,35.74
7.23,24.34
7.27,11.76
7.30,-1.27
7.33,-14.80
7.37,-26.89
7.40,-37.73
7.43,-46.42
7.47,-52.57
7.50,-55.98
7.53,-56.34
7.57,-53.68
7.60,-47.95
7.63,-39.44
7.67,-28.57
7.70,-16.24
7.73,-5.11
7.77,8.41
7.80,21.23
7.83,32.77
7.87,42.29
7.90,49.22
7.93,53.11
7.97,53.83
8.00,51.22
8.03,45.39
8.07,36.63
8.10,25.62
8.13,14.68
8.17,0.89
8.20,-12.15
8.23,-24.74
8.27,-35.78
8.30,-44.59
8.33,-51.01
8.37,-54.71
8.40,-55.55
8.43,-53.33
8.47,-48.07
8.50,-40.07
8.53,-29.49
8.57,-17.61
8.60,-6.23
8.63,6.86
8.67,19.50
8.70,30.99
8.73,40.63
8.77,47.81
8.80,52.00
8.83,53.06
8.87,50.85
8.90,45.40
8.93,37.11
8.97,26.47
9.00,16.20
9.03,2.89
9.07,-10.85
9.10,-23.33
9.13,-34.18
9.17,-43.14
9.20,-49.67
9.23,-53.58
9.27,-54.62
9.30,-52.65
9.33,-47.76
9.37,-40.00
9.40,-29.76
9.43,-17.98
9.47,-7.51
9.50,5.56
9.53,18.22
9.57,29.55
9.60,39.17
9.63,46.34
9.67,50.58
9.70,51.72
9.73,49.72
9.77,44.47
9.80,36.44
9.83,25.89
9.87,14.01
9.90,1.86
9.93,-10.62
9.97,-22.48
10.00,-33.41
10.03,-42.34
10.07,-48.82
10.10,-52.65
10.13,-53.65
10.17,-51.76
10.20,-47.03
10.23,-39.48
10.27,-29.44
10.30,-18.19
10.33,-7.58
10.37,5.40
10.40,17.69
10.43,28.96
10.47,38.44
10.50,45.47
10.53,49.64
10.57,50.81
10.60,48.70
10.63,43.60
10.67,35.61
10.70,25.20
10.73,14.93
10.77,1.76
10.80,-10.68
10.83,-22.79
10.87,-33.31
10.90,-41.97
10.93,-48.28
10.97,-51.96
11.00,-52.91
11.03,-50.85
11.07,-45.93
11.10,-38.30
11.13,-28.27
11.17,-16.81
11.20,-6.50
11.23,6.18
11.27,18.32
11.30,29.33
11.33,38.41
11.37,45.35
11.40,49.17
11.43,50.20
11.47,47.87
11.50,42.63
11.53,34.56
11.57,24.26
11.60,14.85
11.63,1.04
11.67,-11.30
11.70,-22.76
11.73,-33.14
11.77,-41.71
11.80,-47.77
11.83,-51.28
11.87,-51.92
11.90,-49.62
11.93,-44.55
11.97,-36.74
12.00,-26.85
12.03,-15.56
12.07,-4.91
12.10,7.34
12.13,19.21
12.17,29.81
12.20,38.63
12.23,44.94
12.27,48.59
12.30,49.13
12.33,46.52
12.37,40.83
12.40,32.64
12.43,22.31
12.47,11.01
12.50,-0.88
12.53,-12.96
12.57,-24.34
12.60,-34.26
12.63,-42.23
12.67,-47.90
12.70,-50.88
12.73,-51.14
12.77,-48.47
12.80,-42.99
12.83,-34.92
12.87,-24.89
12.90,-13.28
12.93,-3.25
12.97,9.08
13.00,20.65
13.03,30.91
13.07,39.39
13.10,45.19
13.13,48.22
13.17,48.27
13.20,45.24
13.23,39.18
13.27,30.61
13.30,20.12
13.33,8.69
13.37,-2.99
13.40,-14.63
13.43,-25.58
13.47,-35.10
13.50,-42.71
13.53,-47.81
13.57,-50.27
13.60,-49.92
13.63,-46.77
13.67,-40.98
13.70,-32.44
13.73,-22.19
13.77,-9.86
13.80,-0.71
13.83,11.35
13.87,22.65
13.90,32.41
13.93,40.14
13.97,45.38
14.00,47.80
14.03,47.02
14.07,43.44
14.10,36.95
14.13,28.16
14.17,17.33
14.20,6.04
14.23,-5.21
14.27,-16.77
14.30,-27.44
14.33,-36.46
14.37,-43.35
14.40,-47.86
14.43,-49.58
14.47,-48.60
14.50,-44.80
14.53,-38.25
14.57,-29.45
14.60,-18.93
14.63,-9.35
14.67,2.40
14.70,14.18
14.73,24.92
14.77,34.02
14.80,41.14
14.83,45.48
14.87,47.12
14.90,45.77
14.93,41.41
14.97,34.36
15.00,25.07
15.03,14.25
15.07,2.86
15.10,-8.08
15.13,-19.30
15.17,-29.43
15.20,-37.85
15.23,-44.15
15.27,-47.83
15.30,-48.81
15.33,-47.02
15.37,-42.58
15.40,-35.44
15.43,-26.13
15.47,-15.54
15.50,-5.94
15.53,5.83
15.57,17.08
15.60,27.38
15.63,35.91
15.67,42.15
15.70,45.77
15.73,46.40
15.77,44.16
15.80,38.99
15.83,31.29
15.87,21.56
15.90,10.31
15.93,-0.21
15.97,-11.61
16.00,-22.38
16.03,-31.81
16.07,-39.47
16.10,-44.79
16.13,-47.73
16.17,-47.83
16.20,-45.18
16.23,-39.87
16.27,-32.20
16.30,-22.44
16.33,-11.47
16.37,-2.25
16.40,9.48
16.43,20.51
16.47,30.09
16.50,37.73
16.53,42.94
16.57,45.54
16.60,45.33
16.63,42.02
16.67,36.06
16.70,27.78
16.73,17.63
16.77,6.62
16.80,-3.70
16.83,-15.07
16.87,-25.28
16.90,-34.11
16.93,-40.90
16.97,-45.37
17.00,-47.19
17.03,-46.38
17.07,-42.81
17.10,-36.66
17.13,-28.20
17.17,-18.09
17.20,-9.47
17.23,2.17
17.27,13.61
17.30,24.00
17.33,32.84
17.37,39.64
17.40,43.81
17.43,45.31
17.47,43.98
17.50,39.65
17.53,32.89
17.57,23.96
17.60,13.41
17.63,1.80
17.67,-7.87
17.70,-18.60
17.73,-28.25
17.77,-36.34
17.80,-42.20
17.83,-45.67
17.87,-46.53
17.90,-44.53
17.93,-40.07
17.97,-33.01
18.00,-23.94
18.03,-13.39
18.07,-4.62
18.10,6.85
18.13,17.79
18.17,27.43
18.20,35.32
18.23,41.06
18.27,44.18
18.30,44.46
18.33,41.88
18.37,36.65
18.40,28.99
18.43,19.25
18.47,8.41
18.50,-1.48
18.53,-12.26
18.57,-22.56
18.60,-31.57
18.63,-38.73
18.67,-43.49
18.70,-45.88
18.73,-45.54
18.77,-42.50
18.80,-36.89
18.83,-28.98
18.87,-19.27
18.90,-8.40
18.93,0.26
18.97,11.46
19.00,21.80
19.03,30.69
19.07,37.66
19.10,42.15
19.13,44.05
19.17,43.14
19.20,39.41
19.23,33.09
19.27,24.58
19.30,14.41
19.33,3.29
19.37,-6.00
19.40,-16.75
19.43,-26.40
19.47,-34.58
19.50,-40.65
19.53,-44.34
19.57,-45.44
19.60,-43.84
19.63,-39.66
19.67,-33.04
19.70,-24.37
19.73,-14.17
19.77,-5.90
19.80,5.43
19.83,16.23
19.87,25.82
19.90,33.69
19.93,39.58
19.97,42.79
20.00,43.32
20.03,41.06
20.07,36.04
20.10,28.78
20.13,19.44
20.17,8.92
20.20,-2.53
20.23,-11.23
20.27,-21.56
20.30,-30.40
20.33,-37.61
20.37,-42.42
20.40,-44.80
20.43,-44.65
20.47,-41.86
20.50,-36.53
20.53,-28.88
20.57,-19.61
20.60,-11.57
20.63,-0.58
20.67,10.44
20.70,20.60
20.73,29.34
20.77,36.19
20.80,40.83
20.83,42.75
20.87,41.76
20.90,38.10
20.93,32.08
20.97,23.78
21.00,13.79
21.03,2.96
21.07,-6.13
21.10,-16.50
21.13,-26.07
21.17,-33.93
21.20,-39.87
21.23,-43.36
21.27,-44.44
21.30,-42.88
21.33,-38.73
21.37,-32.25
21.40,-23.71
21.43,-13.86
21.47,-5.70
21.50,5.25
21.53,15.76
21.57,25.09
21.60,32.83
21.63,38.31
21.67,41.49
21.70,41.85
21.73,39.61
21.77,34.56
21.80,27.27
21.83,18.10
21.87,7.65
21.90,-3.39
21.93,-11.81
21.97,-21.78
22.00,-30.35
22.03,-37.15
22.07,-41.75
22.10,-43.92
22.13,-43.54
22.17,-40.64
22.20,-35.26
22.23,-27.69
22.27,-18.51
22.30,-10.78
22.33,0.06
22.37,10.79
22.40,20.63
22.43,28.94
22.47,35.46
22.50,39.75
22.53,41.33
22.57,40.16
22.60,36.35
22.63,30.12
22.67,21.79
22.70,11.87
22.73,0.99
22.77,-9.72
22.80,-17.69
22.83,-26.85
22.87,-34.33
22.90,-39.71
22.93,-42.86
22.97,-43.56
23.00,-41.75
23.03,-37.37
23.07,-30.67
23.10,-22.16
23.13,-12.29
23.17,-4.37
23.20,6.32
23.23,16.44
23.27,25.46
23.30,32.76
23.33,37.86
23.37,40.56
23.40,40.54
23.43,37.85
23.47,32.58
23.50,25.20
23.53,15.96
23.57,5.62
23.60,-5.17
23.63,-13.07
23.67,-22.73
23.70,-30.86
23.73,-37.18
23.77,-41.23
23.80,-42.91
23.83,-42.12
23.87,-38.86
23.90,-33.15
23.93,-25.32
23.97,-16.06
24.00,-8.56
24.03,2.17
24.07,12.59
24.10,22.00
24.13,29.79
24.17,35.72
24.20,39.35
24.23,40.38
24.27,38.74
24.30,34.59
24.33,27.96
24.37,19.42
24.40,9.46
24.43,-1.17
24.47,-9.14
24.50,-18.92
24.53,-27.67
24.57,-34.77
24.60,-39.63
24.63,-42.26
24.67,-42.33
24.70,-39.94
24.73,-35.21
24.77,-28.17
24.80,-19.51
24.83,-9.73
24.87,-1.85
24.90,8.56
24.93,18.22
24.97,26.75
25.00,33.38
25.03,37.75
25.07,39.66
25.10,38.98
25.13,35.62
25.17,29.86
25.20,22.14
25.23,12.75
25.27,2.44
25.30,-5.74
25.33,-15.94
25.37,-24.70
25.40,-32.23
25.43,-37.87
25.47,-41.29
25.50,-42.25
25.53,-40.74
25.57,-36.81
25.60,-30.57
25.63,-22.62
25.67,-13.26
25.70,-5.63
25.73,4.73
25.77,14.76
25.80,23.60
25.83,30.78
25.87,35.95
25.90,38.74
25.93,39.02
25.97,36.62
26.00,31.62
26.03,24.57
26.07,15.58
26.10,5.59
26.13,-4.82
26.17,-12.31
26.20,-21.67
26.23,-29.71
26.27,-35.98
26.30,-40.10
26.33,-41.84
26.37,-41.11
26.40,-37.96
26.43,-32.55
26.47,-25.07
26.50,-16.19
26.53,-8.89
26.57,1.36
26.60,11.44
26.63,20.63
26.67,28.37
26.70,34.26
26.73,37.78
26.77,38.75
26.80,37.13
26.83,33.00
26.87,26.58
26.90,18.20
26.93,8.73
26.97,-1.54
27.00,-9.14
27.03,-18.63
27.07,-27.06
27.10,-33.81
27.13,-38.50
27.17,-40.96
27.20,-41.06
27.23,-38.60
27.27,-33.88
27.30,-27.04
27.33,-18.50
27.37,-11.87
27.40,-1.63
27.43,8.49
27.47,17.76
27.50,25.95
27.53,32.26
27.57,36.40
27.60,38.11
27.63,37.25
27.67,33.86
27.70,28.19
27.73,20.51
27.77,11.31
27.80,1.13
27.83,-8.96
27.87,-16.05
27.90,-24.72
27.93,-31.94
27.97,-37.24
28.00,-40.26
28.03,-41.00
28.07,-39.31
28.10,-35.20
28.13,-29.00
28.17,-20.97
28.20,-11.78
28.23,-4.60
28.27,5.54
28.30,15.06
28.33,23.48
28.37,30.34
28.40,35.03
28.43,37.40
28.47,37.19
28.50,34.62
28.53,29.39
28.57,22.37
28.60,13.56
28.63,3.66
28.67,-6.30
28.70,-13.51
28.73,-22.29
28.77,-29.89
28.80,-35.67
28.83,-39.25
28.87,-40.57
28.90,-39.50
28.93,-36.12
28.97,-30.43
29.00,-23.02
29.03,-14.06
29.07,-7.19
29.10,2.87
