time,angle
3.99,-51.29
4.03,-50.42
4.06,-48.15
4.09,-44.03
4.13,-38.54
4.16,-31.93
4.19,-23.68
4.23,-14.93
4.26,-5.83
4.29,3.76
4.33,13.24
4.36,21.92
4.39,29.00
4.43,35.74
4.46,41.50
4.49,45.87
4.53,48.68
4.56,49.86
4.59,49.38
4.63,47.18
4.66,43.24
4.69,37.89
4.73,31.17
4.76,23.46
4.79,14.67
4.83,5.39
4.86,-4.07
4.89,-13.68
4.93,-22.36
4.96,-30.20
4.99,-36.75
5.03,-42.36
5.06,-46.32
5.09,-49.19
5.13,-50.60
5.16,-50.43
5.19,-48.58
5.23,-45.28
5.26,-40.73
5.29,-34.65
5.33,-26.63
5.36,-18.19
5.39,-9.06
5.43,0.57
5.46,9.42
5.49,18.76
5.53,26.98
5.56,32.93
5.59,39.21
5.63,43.91
5.66,47.25
5.69,48.95
5.73,48.98
5.76,47.35
5.79,44.00
5.83,39.11
5.86,32.77
5.89,25.47
5.93,17.25
5.96,8.32
5.99,-1.07
6.03,-10.50
6.06,-19.21
6.09,-27.48
6.13,-34.46
6.16,-40.22
6.19,-44.86
6.23,-47.88
6.26,-49.68
6.29,-49.95
6.33,-48.63
6.36,-45.80
6.39,-41.33
6.43,-35.54
6.46,-28.93
6.49,-20.69
6.53,-11.77
6.56,-2.18
6.59,6.75
6.63,16.27
6.66,24.59
6.69,30.72
6.73,37.24
6.76,42.40
6.79,46.06
6.83,48.21
6.86,48.69
6.89,47.52
6.93,44.63
6.96,40.19
6.99,34.25
7.03,27.17
7.06,19.32
7.09,10.60
7.13,1.30
7.16,-7.98
7.19,-16.83
7.23,-25.13
7.26,-32.44
7.29,-38.48
7.33,-43.35
7.36,-46.80
7.39,-48.86
7.43,-49.54
7.46,-48.45
7.49,-46.13
7.53,-42.28
7.56,-36.82
7.59,-30.24
7.63,-21.94
7.66,-13.77
7.69,-4.60
7.73,5.10
7.76,14.06
7.79,21.87
7.83,28.95
7.86,35.50
7.89,40.99
7.93,44.91
7.96,47.33
7.99,48.18
8.03,47.36
8.06,44.91
8.09,40.90
8.13,35.33
8.16,28.63
8.19,21.06
8.23,12.54
8.26,3.39
8.29,-5.82
8.33,-14.64
8.36,-23.01
8.39,-30.51
8.43,-36.85
8.46,-41.87
8.49,-45.57
8.53,-47.88
8.56,-48.84
8.59,-48.19
8.63,-45.94
8.66,-42.57
8.69,-37.55
8.73,-30.92
8.76,-23.70
8.79,-14.69
8.83,-6.09
8.86,3.10
8.89,12.14
8.93,20.69
8.96,27.29
8.99,33.82
9.03,39.56
9.06,43.67
9.09,46.42
9.13,47.54
9.16,47.03
9.19,44.92
9.23,41.22
9.26,35.99
9.29,29.55
9.33,22.08
9.36,13.73
9.39,4.96
9.43,-4.09
9.46,-13.04
9.49,-21.36
9.53,-28.95
9.56,-35.28
9.59,-40.51
9.63,-44.43
